source_path,recommendation_type,recommended_target_or_slug,rationale
/ve-may-bay-di-vinh,create_specific_landing,/ve-may-bay-di-vinh,"Có intent tuyến bay đi Vinh; không có route tương đương trong danh sách hợp lệ, nên giữ URL để xây landing cụ thể."
/vietjet-air-nang-han-muc-hanh-ly-xach-tay-9kg,remap_existing,/mua-them-hanh-ly-vietjet-air,Intent hành lý Vietjet tương đương trực tiếp với route hợp lệ hiện có; query cũng xác nhận nhu cầu hành lý xách tay.
/chao-thang-5-vietnam-airlines-khuyen-mai-dau-thang-gia-tot,create_specific_landing,/chao-thang-5-vietnam-airlines-khuyen-mai-dau-thang-gia-tot,"Intent khuyến mãi vé tháng 5 rất cụ thể; chưa có landing tương đương, giữ URL thay vì dồn về hub khuyến mãi."
/tag/ve-may-bay-cathay-pacific-gia-re,retain_asset,/tag/ve-may-bay-cathay-pacific-gia-re,"URL tag có impression và query về Cathay nhưng không click; giữ asset để không mất tín hiệu, không redirect tag sang nội dung khác."
/tag/qatar-km-ve-khu-hoi-tu-15-500-000-vnd,retire_low_value,/tag/qatar-km-ve-khu-hoi-tu-15-500-000-vnd,"URL tag mỏng, không click; query không thể hiện intent hữu ích rõ ràng, phù hợp loại bỏ giá trị thấp."
/du-lich-malaysia-cuc-tiet-kiem-voi-ve-may-bay-chi-tu-31-usd-cung-air-asia,create_specific_landing,/du-lich-malaysia-cuc-tiet-kiem-voi-ve-may-bay-chi-tu-31-usd-cung-air-asia,"Có intent AirAsia đi Malaysia và tuyến cụ thể; chưa có route tương đương, giữ URL để tạo landing chuyên biệt."
/tag/ve-may-bay-vietjet-air-gia-re,retain_asset,/tag/ve-may-bay-vietjet-air-gia-re,"URL tag có impression và query về Vietjet nhưng không click; giữ asset, không chuyển file tag sang hub vé máy bay."
/dich-vu-dat-ve-may-bay-cho-thu-cung-cho-meo-di-anchorage-alaska-my,create_specific_landing,/dich-vu-dat-ve-may-bay-cho-thu-cung-cho-meo-di-anchorage-alaska-my,"Nhu cầu dịch vụ thú cưng theo điểm đến Anchorage rất cụ thể; không có route tương đương, giữ URL để xây nội dung."
/dat-mua-ve-may-bay-china-airlines-di-orlando-florida,create_specific_landing,/dat-mua-ve-may-bay-china-airlines-di-orlando-florida,"Intent kết hợp hãng China Airlines và điểm đến Orlando; chưa có route tương đương, giữ URL để tạo landing."
/bamboo-airways-uu-dai-20-ve-may-bay-di-con-dao,create_specific_landing,/bamboo-airways-uu-dai-20-ve-may-bay-di-con-dao,"Intent ưu đãi Bamboo tuyến đi Côn Đảo cụ thể; không có route tương đương, giữ URL để phát triển landing."
/ve-may-bay-quoc-te/ve-may-bay-di-uc-gia-re,create_specific_landing,/ve-may-bay-quoc-te/ve-may-bay-di-uc-gia-re,"Intent vé máy bay đi Úc giá rẻ rõ ràng và có nhiều impression; chưa có route tương đương, giữ URL để xây landing."
/mua-them-hanh-ly-china-airlines-di-dallas-my,create_specific_landing,/mua-them-hanh-ly-china-airlines-di-dallas-my,"Nhu cầu mua thêm hành lý theo hãng và tuyến Dallas; query trống, không có route tương đương, giữ URL để xây landing."
