source_path,recommendation_type,recommended_target_or_slug,rationale
/tag/dat-mua-ve-may-bay-di-thai-lan-tai-air-asia-giam-toi-20-gia-ve,retire_low_value,/tag/dat-mua-ve-may-bay-di-thai-lan-tai-air-asia-giam-toi-20-gia-ve,"Tag mỏng, không có click và chỉ 7–8 impression; không có tín hiệu intent đủ mạnh để duy trì hoặc redirect."
/tan-huong-dich-vu-xa-hoa-voi-ve-khu-hoi-asiana-hang-thuong-gia-chi-tu-2349-usd,create_specific_landing,/tan-huong-dich-vu-xa-hoa-voi-ve-khu-hoi-asiana-hang-thuong-gia-chi-tu-2349-usd,Nhu cầu cụ thể về vé khứ hồi Asiana hạng thương gia; route tương đương chưa có nên giữ URL để tạo landing riêng.
/singapore-airlines-km-dac-biet-ve-khu-hoi-di-singapore-chau-au-chi-tu-146-usd,create_specific_landing,/singapore-airlines-km-dac-biet-ve-khu-hoi-di-singapore-chau-au-chi-tu-146-usd,Intent khuyến mãi Singapore Airlines và giá 146 USD; chưa có route tương đương nên tạo landing đúng URL để giữ từ khóa.
/quay-tung-bung-voi-ve-air-asia-sieu-khuyen-mai-chi-tu-6-usd,create_specific_landing,/quay-tung-bung-voi-ve-air-asia-sieu-khuyen-mai-chi-tu-6-usd,Intent cụ thể về vé khuyến mãi AirAsia; hub khuyến mãi không tương đương nên tạo landing riêng tại URL cũ.
/chi-tu-399-000d-ve-vietnam-airlines-cuoi-nam-cuc-re,create_specific_landing,/chi-tu-399-000d-ve-vietnam-airlines-cuoi-nam-cuc-re,Nhu cầu giá vé Vietnam Airlines theo thời điểm; chưa có landing tương đương nên giữ URL và xây nội dung cụ thể.
/eva-air-bay-khap-gioi-voi-ve-chi-tu-168-usd-khoi-hanh-tu-tp-hcm,create_specific_landing,/eva-air-bay-khap-gioi-voi-ve-chi-tu-168-usd-khoi-hanh-tu-tp-hcm,"Intent hãng Eva Air, giá và điểm khởi hành cụ thể; route cam-nang-bay không tương đương nên tạo landing riêng."
/ky-niem-25-nam-vietnam-airlines-khuyen-mai-giam-25-gia-ve,create_specific_landing,/ky-niem-25-nam-vietnam-airlines-khuyen-mai-giam-25-gia-ve,"Nhu cầu khuyến mãi Vietnam Airlines cụ thể; hub khuyến mãi quá rộng, cần landing riêng để bảo toàn chủ đề."
/tag/dat-ve-may-bay-di-nga,retire_low_value,/tag/dat-ve-may-bay-di-nga,"Tag mỏng, không có click và chỉ 7–8 impression; không có tín hiệu intent đủ mạnh để duy trì hoặc redirect."
/tag/ve-may-bay-eva-air-gia-re,create_specific_landing,/tag/ve-may-bay-eva-air-gia-re,"Truy vấn có intent vé Eva Air đi Mỹ; tag hiện tại không đủ cụ thể, giữ URL để xây landing hữu ích."
/san-khuyen-mai-ve-may-bay-tet-sieu-tiet-kiem-tu-vietjet-air,create_specific_landing,/san-khuyen-mai-ve-may-bay-tet-sieu-tiet-kiem-tu-vietjet-air,Intent săn vé Tết và hãng Vietjet; chưa có route tương đương nên tạo landing riêng tại URL nguồn.
/tag/qatar-airways-km-ve-khu-hoi-chi-tu-40-900-000-d,retire_low_value,/tag/qatar-airways-km-ve-khu-hoi-chi-tu-40-900-000-d,"Tag mỏng, không có click và chỉ 7–8 impression; không có tín hiệu intent đủ mạnh để duy trì hoặc redirect."
/vietnam-airlines-khai-xuan-khuyen-mai-ve-may-bay-chi-tu-502-000-vnd,create_specific_landing,/vietnam-airlines-khai-xuan-khuyen-mai-ve-may-bay-chi-tu-502-000-vnd,Intent khuyến mãi khai xuân Vietnam Airlines và mức giá cụ thể; tạo landing riêng thay vì chuyển về hub chung.
