source_path,recommendation_type,recommended_target_or_slug,rationale
/air-asia-mo-ban-ve-di-kuala-lumpur-tu-16-usd-kham-pha-ngay-malaysia,create_specific_landing,/air-asia-mo-ban-ve-di-kuala-lumpur-tu-16-usd-kham-pha-ngay-malaysia,"URL có intent cụ thể về tuyến/hãng/khuyến mại; chưa có route tương đương, giữ nguyên URL để xây landing page."
/tag/ve-may-bay-0-dong-vietjet,retire_low_value,/tag/ve-may-bay-0-dong-vietjet,"Tag mỏng, không có click và chỉ 2 impression; không có intent riêng cần bảo toàn."
/khuyen-mai-mung-tuoi-moi-bamboo-airways-tung-trieu-ve-may-bay,create_specific_landing,/khuyen-mai-mung-tuoi-moi-bamboo-airways-tung-trieu-ve-may-bay,"URL có intent cụ thể về tuyến/hãng/khuyến mại; chưa có route tương đương, giữ nguyên URL để xây landing page."
/tag/ve-may-bay-di-uc-khu-hoi,retire_low_value,/tag/ve-may-bay-di-uc-khu-hoi,"Tag mỏng, không có click và chỉ 2 impression; không có intent riêng cần bảo toàn."
/tag/ve-may-bay-di-vienna-gia-re,retire_low_value,/tag/ve-may-bay-di-vienna-gia-re,"Tag mỏng, không có click và chỉ 2 impression; không có intent riêng cần bảo toàn."
/dong-gia-6k-sieu-sale-thang-6-khuyen-mai-tu-bamboo-airways,create_specific_landing,/dong-gia-6k-sieu-sale-thang-6-khuyen-mai-tu-bamboo-airways,"URL có intent cụ thể về tuyến/hãng/khuyến mại; chưa có route tương đương, giữ nguyên URL để xây landing page."
/khuyen-mai-sieu-re-ve-air-asia-bay-khap-dong-nam-gia-chi-tu-35-usd,create_specific_landing,/khuyen-mai-sieu-re-ve-air-asia-bay-khap-dong-nam-gia-chi-tu-35-usd,"URL có intent cụ thể về tuyến/hãng/khuyến mại; chưa có route tương đương, giữ nguyên URL để xây landing page."
/tag/ve-may-bay-jetstar-pacific-gia-re,retire_low_value,/tag/ve-may-bay-jetstar-pacific-gia-re,"Tag mỏng, không có click và chỉ 2 impression; không có intent riêng cần bảo toàn."
/bay-chau-a-gia-cuc-da-cung-malindo-air-chi-tu-47-usd-sieu-tiet-kiem,create_specific_landing,/bay-chau-a-gia-cuc-da-cung-malindo-air-chi-tu-47-usd-sieu-tiet-kiem,"URL có intent cụ thể về tuyến/hãng/khuyến mại; chưa có route tương đương, giữ nguyên URL để xây landing page."
/bay-dang-cap-gia-cuc-thap-voi-ve-chi-tu-299-000d-cua-vietnam-airlines,create_specific_landing,/bay-dang-cap-gia-cuc-thap-voi-ve-chi-tu-299-000d-cua-vietnam-airlines,"URL có intent cụ thể về tuyến/hãng/khuyến mại; chưa có route tương đương, giữ nguyên URL để xây landing page."
/tag/han-quoc-don-gian-hoa-thu-tuc-cap-visa-cho-du-khach-viet,retire_low_value,/tag/han-quoc-don-gian-hoa-thu-tuc-cap-visa-cho-du-khach-viet,"Tag mỏng, không có click và chỉ 2 impression; không có intent riêng cần bảo toàn."
/khuyen-mai-hap-dan-bay-tu-ha-noi-di-bangkok-gia-chi-tu-4430-usd-cung-thai-lion-air,create_specific_landing,/khuyen-mai-hap-dan-bay-tu-ha-noi-di-bangkok-gia-chi-tu-4430-usd-cung-thai-lion-air,"URL có intent cụ thể về tuyến/hãng/khuyến mại; chưa có route tương đương, giữ nguyên URL để xây landing page."
