source_path,recommendation_type,recommended_target_or_slug,rationale
/tag/ve-may-bay-di-nhat-ban-gia-re,retire_low_value,/tag/ve-may-bay-di-nhat-ban-gia-re,"Tag mỏng, 0 click; truy vấn lẫn tạp và không thể hiện intent đích hữu ích."
/khuyen-mai-ve-may-bay-bamboo-airways-mua-1-tang-1,create_specific_landing,/khuyen-mai-ve-may-bay-bamboo-airways-mua-1-tang-1,"Nhu cầu khuyến mãi Bamboo cụ thể, 0 click; chưa có route tương đương nên giữ URL để xây landing."
/hang-thuong-gia-vietjet-uu-dai-20-ngay-20-hang-thang,create_specific_landing,/hang-thuong-gia-vietjet-uu-dai-20-ngay-20-hang-thang,"Intent vé thương gia Vietjet rõ qua query; route tương đương chưa có, không đẩy về hub khuyến mãi."
/dat-mua-ve-washington-dc-my-ve-ho-chi-minh-ha-noi-gia-re,create_specific_landing,/dat-mua-ve-washington-dc-my-ve-ho-chi-minh-ha-noi-gia-re,"Intent tuyến Washington–Việt Nam cụ thể; chưa có route đích tương đương và cần giữ từ khóa tuyến."
/huong-dan-khai-bao-thong-tin-truoc-khi-nhap-canh-vao-han-quoc-voi-qr-code,create_specific_landing,/huong-dan-khai-bao-thong-tin-truoc-khi-nhap-canh-vao-han-quoc-voi-qr-code,"Intent hướng dẫn Q-Code nhập cảnh Hàn Quốc rõ; chưa có route tương đương, giữ URL để phát triển nội dung."
/emirates-khuyen-mai-ve-khu-hoi-bay-khap-gioi-chi-tu-5-304-000d,create_specific_landing,/emirates-khuyen-mai-ve-khu-hoi-bay-khap-gioi-chi-tu-5-304-000d,"Intent khuyến mãi Emirates và vé khứ hồi cụ thể; chưa có landing tương đương, không redirect về hub chung."
/dat-mua-ve-seattle-my-ve-ho-chi-minh-ha-noi-gia-re,create_specific_landing,/dat-mua-ve-seattle-my-ve-ho-chi-minh-ha-noi-gia-re,"Nhu cầu tuyến Seattle–Việt Nam cụ thể; chưa có route tương đương, giữ URL dù hiện chưa có query."
/dich-vu-dat-ve-may-bay-cho-thu-cung-cho-meo-di-philadelphia-my,create_specific_landing,/dich-vu-dat-ve-may-bay-cho-thu-cung-cho-meo-di-philadelphia-my,"Intent dịch vụ vận chuyển thú cưng đến Philadelphia cụ thể; route chung không đủ tương đương để redirect."
/bamboo-airways-uu-dai-25-gia-ve-hang-business,create_specific_landing,/bamboo-airways-uu-dai-25-gia-ve-hang-business,"Query tập trung vào Bamboo Business; chưa có route tương đương, cần landing riêng thay vì hub khuyến mãi."
/air-asia-dai-khuyen-mai-mua-sale-giam-50-ve-sieu-re,remap_existing,/dai-ly-phong-ve-airasia,"Query có intent đại lý AirAsia và route hợp lệ tương đương; remap giữ đúng nhu cầu đại lý."
/ve-may-bay-quoc-te/ve-may-bay-di-nhat-ban-gia-re,remap_existing,/ve-may-bay-di-nhat-ban,"Intent vé máy bay đi Nhật rõ qua nhiều query; route quốc gia hợp lệ tương đương hơn hub vé máy bay."
/cebu-pacific-uu-dai-ve-chi-tu-75-usd-kham-pha-philippines,remap_existing,/cebu-pacific-khuyen-mai-ve-di-philippines-dat-ngay-bay-som-chi-tu-1-678-000d,"Intent khuyến mãi Cebu Pacific đi Philippines tương đương với route bài khuyến mãi hợp lệ."
