source_path,recommendation_type,recommended_target_or_slug,rationale
/top-5-dia-chi-du-lich-ma-khi-den-hong-kong-ban-nhat-dinh-nen-ghe-tham,create_specific_landing,/top-5-dia-chi-du-lich-ma-khi-den-hong-kong-ban-nhat-dinh-nen-ghe-tham,"Giữ URL bài viết có intent điểm đến Hong Kong; chưa có route tương đương, dù 0 click và 4 impression."
/ve-vietnam-airlines-sieu-tiet-kiem-chi-tu-69-usd-khu-hoi-di-quoc-te,create_specific_landing,/ve-vietnam-airlines-sieu-tiet-kiem-chi-tu-69-usd-khu-hoi-di-quoc-te,"Intent giá vé và hãng Vietnam Airlines rất cụ thể; hub hãng không tương đương, nên giữ URL để tạo landing chuyên biệt."
/vietnam-airlines-uu-dai-ve-may-bay-gia-re-di-con-dao-thang-10,create_specific_landing,/vietnam-airlines-uu-dai-ve-may-bay-gia-re-di-con-dao-thang-10,"Nhu cầu tuyến Côn Đảo, hãng và tháng 10 cụ thể; không có route tương đương, cần giữ URL và xây landing."
/hen-ho-cuoi-tuan-voi-uu-dai-jetstar-sieu-giam-gia-chi-tu-88-000d,create_specific_landing,/hen-ho-cuoi-tuan-voi-uu-dai-jetstar-sieu-giam-gia-chi-tu-88-000d,"Bài ưu đãi Jetstar cụ thể, khác intent hub khuyến mãi; giữ URL để tạo nội dung đích phù hợp."
/tag/ve-may-bay-di-cao-hung-gia-re,retire_low_value,/tag/ve-may-bay-di-cao-hung-gia-re,"Tag mỏng, 0 click và chỉ 4 impression; không có tín hiệu intent đủ hữu ích để giữ hoặc chuyển hướng."
/khuyen-mai-giam-20-ve-may-bay-noi-dia-vietnam-airlines,create_specific_landing,/khuyen-mai-giam-20-ve-may-bay-noi-dia-vietnam-airlines,Ưu đãi nội địa Vietnam Airlines là intent cụ thể; không redirect về hub chung khi chưa có route tương đương.
/tuyen-dung-nhan-vien-content-pr-marketing,create_specific_landing,/tuyen-dung-nhan-vien-content-pr-marketing,Intent tuyển dụng rõ ràng nhưng chưa có route đích tương đương; giữ nguyên URL để tạo landing tuyển dụng.
/bay-thang-sai-gon-di-uc-ve-jetstar-cuoi-tuan-chi-tu-880-000d,create_specific_landing,/bay-thang-sai-gon-di-uc-ve-jetstar-cuoi-tuan-chi-tu-880-000d,"Có intent tuyến Sài Gòn–Úc, Jetstar và giá; top query xác nhận nhu cầu vé Úc Jetstar, cần landing riêng."
/bamboo-airways-tang-them-cac-chuyen-bay-tet-2023,create_specific_landing,/bamboo-airways-tang-them-cac-chuyen-bay-tet-2023,"Intent hãng và chuyến bay Tết cụ thể; chưa có route tương đương, giữ URL dù dữ liệu chỉ 4 impression."
/san-ve-re-du-lich-suon-se-cung-singapore-airlines-uu-dai-chi-tu-139-usd-khu-hoi,create_specific_landing,/san-ve-re-du-lich-suon-se-cung-singapore-airlines-uu-dai-chi-tu-139-usd-khu-hoi,"Ưu đãi Singapore Airlines và giá khứ hồi là intent cụ thể; hub khuyến mãi không tương đương, nên tạo landing giữ URL."
/jetstar-tri-ve-cuoi-tuan-chi-tu-89-000d-sieu-khuyen-mai,create_specific_landing,/jetstar-tri-ve-cuoi-tuan-chi-tu-89-000d-sieu-khuyen-mai,Ưu đãi Jetstar cuối tuần có intent hãng và chương trình riêng; chưa có route tương đương để remap.
/chao-thu-4-bamboo-airways-khuyen-mai-bay-vo-tu-chi-tu-36-000-vnd,create_specific_landing,/chao-thu-4-bamboo-airways-khuyen-mai-bay-vo-tu-chi-tu-36-000-vnd,"Top query xác nhận ưu đãi Bamboo thứ 4; intent cụ thể hơn hub khuyến mãi, cần giữ URL tạo landing riêng."
