source_path,recommendation_type,recommended_target_or_slug,rationale
/ve-chi-tu-576-usd-thoa-suc-bay-my-chau-a-cung-asiana-airlines,create_specific_landing,/ve-chi-tu-576-usd-thoa-suc-bay-my-chau-a-cung-asiana-airlines,"Bài ưu đãi cụ thể theo hãng và tuyến Mỹ–châu Á; không có route tương đương, nên giữ URL để tạo landing riêng."
/ve-may-bay-di-hue,create_specific_landing,/ve-may-bay-di-hue,"Nhu cầu tìm vé theo điểm đến Huế; route /ve-may-bay quá rộng và không có landing Huế tương đương, nên giữ URL."
/ve-may-bay-quoc-te/ve-may-bay-di-singapore-gia-re,create_specific_landing,/ve-may-bay-quoc-te/ve-may-bay-di-singapore-gia-re,"Intent tuyến quốc tế đi Singapore giá rẻ là cụ thể; chưa có route tương đương, không redirect về hub chung."
/ve-vietnam-airlines-chi-tu-124-usd-5-ngay-vang-thang-10-di-quoc-te,create_specific_landing,/ve-vietnam-airlines-chi-tu-124-usd-5-ngay-vang-thang-10-di-quoc-te,Ưu đãi cụ thể của Vietnam Airlines theo thời gian và quốc tế; chưa có route tương đương để remap.
/vietjet-air-uu-dai-ve-tu-199k-mung-duong-bay-moi-hcm-phnom-penh,create_specific_landing,/vietjet-air-uu-dai-ve-tu-199k-mung-duong-bay-moi-hcm-phnom-penh,"Nhu cầu ưu đãi Vietjet theo tuyến HCM–Phnom Penh; route /khuyen-mai không đủ tương đương, nên giữ URL."
/2-400-000-ve-0-dong-bay-cung-yeu-thuong-ngay-8-3,create_specific_landing,/2-400-000-ve-0-dong-bay-cung-yeu-thuong-ngay-8-3,"Chiến dịch khuyến mãi theo dịp 8/3 có intent cụ thể; chưa có route tương đương, giữ URL để phục hồi nội dung."
/bay-dang-cap-cung-ve-thuong-gia-asiana-gia-thap-chi-tu-2289-usd-khu-hoi,create_specific_landing,/bay-dang-cap-cung-ve-thuong-gia-asiana-gia-thap-chi-tu-2289-usd-khu-hoi,"Ưu đãi vé thương gia Asiana khứ hồi là intent hãng/sản phẩm cụ thể; không có route tương đương, không gom về cẩm nang."
/cebu-khuyen-mai-lon-mo-ban-ve-di-sydney-chi-tu-200-usd,create_specific_landing,/cebu-khuyen-mai-lon-mo-ban-ve-di-sydney-chi-tu-200-usd,"Khuyến mãi Cebu theo tuyến đi Sydney và mức giá cụ thể; chưa có landing tương đương, nên giữ URL."
/cebu-pacific-uu-dai-ve-du-lich-boracay-gia-chi-tu-59-usd,create_specific_landing,/cebu-pacific-uu-dai-ve-du-lich-boracay-gia-chi-tu-59-usd,"Ưu đãi Cebu Pacific theo điểm đến Boracay và giá cụ thể; route chung không tương đương, giữ URL."
/cung-air-asia-vuon-xa-gioi-voi-ve-mot-chieu-sieu-re-chi-tu-6-usd,create_specific_landing,/cung-air-asia-vuon-xa-gioi-voi-ve-mot-chieu-sieu-re-chi-tu-6-usd,"Ưu đãi AirAsia vé một chiều có intent hãng/sản phẩm rõ; chưa có route tương đương, không redirect về cẩm nang."
/khang-vuong-booking-thong-bao-lich-nghi-tet-nham-dan-2022,retire_low_value,/khang-vuong-booking-thong-bao-lich-nghi-tet-nham-dan-2022,"Thông báo nghỉ Tết năm 2022 đã lỗi thời, 0 click và chỉ 1 impression; không còn giá trị SEO để duy trì."
/khuyen-mai-don-thu-quyen-ru-vietnam-airlines-gia-ve-chi-tu-69-000-vnd,create_specific_landing,/khuyen-mai-don-thu-quyen-ru-vietnam-airlines-gia-ve-chi-tu-69-000-vnd,"Khuyến mãi Vietnam Airlines theo chiến dịch và giá cụ thể; chưa có route tương đương, giữ URL thay vì gom về hub."
