source_path,recommendation_type,recommended_target_or_slug,rationale
/bay-quoc-te-vui-he-3d-cung-ve-0-dong-vietjet-air-sieu-khuyen-mai,create_specific_landing,/bay-quoc-te-vui-he-3d-cung-ve-0-dong-vietjet-air-sieu-khuyen-mai,"Intent khuyến mãi Vietjet và vé 0 đồng; có impression nhưng chưa có route tương đương, nên giữ URL để tạo landing cụ thể."
/vi-vu-khap-gioi-voi-ve-air-asia-mot-chieu-chi-tu-5-usd,create_specific_landing,/vi-vu-khap-gioi-voi-ve-air-asia-mot-chieu-chi-tu-5-usd,"Truy vấn nêu rõ AirAsia, vé một chiều và giá; route hiện tại là hub không tương đương, cần giữ URL cho landing chuyên biệt."
/tag/san-ve-re-cua-cebu,retire_low_value,/tag/san-ve-re-cua-cebu,"Tag mỏng, không có click và chỉ 4 impression; không có truy vấn hữu ích để bảo toàn bằng redirect."
/5-trieu-ve-0-dong-khuyen-mai-giang-sinh-tu-vietjet-air,create_specific_landing,/5-trieu-ve-0-dong-khuyen-mai-giang-sinh-tu-vietjet-air,"Nhu cầu là chương trình khuyến mãi Vietjet cụ thể; hub khuyến mãi không tương đương hoàn toàn, nên giữ URL để xây nội dung."
/kham-pha-hai-phong-thanh-pho-hoa-phuong,create_specific_landing,/kham-pha-hai-phong-thanh-pho-hoa-phuong,"Top queries đều là điểm đến và biểu tượng Hải Phòng; không có route thành phố tương đương, nên tạo landing tại URL cũ."
/nhung-dia-diem-hap-dan-khach-du-lich-khi-dat-chan-den-nuoc,create_specific_landing,/nhung-dia-diem-hap-dan-khach-du-lich-khi-dat-chan-den-nuoc,"Truy vấn chỉ rõ suối Yellowstone và intent điểm đến; cam-nang-bay lệch intent, cần giữ URL để tạo bài cụ thể."
/tag/ve-may-bay-di-seoul-gia-re,retire_low_value,/tag/ve-may-bay-di-seoul-gia-re,"Tag không có click, 4 impression và top query chỉ là site search; không đủ tín hiệu cho redirect hữu ích."
/bamboo-airways-khuyen-mai-chi-tu-30-000-vnd-nhan-dip-30-4-01-05,create_specific_landing,/bamboo-airways-khuyen-mai-chi-tu-30-000-vnd-nhan-dip-30-4-01-05,"Bài có intent khuyến mãi Bamboo theo dịp và giá cụ thể; hub khuyến mãi không giữ đủ ngữ nghĩa, nên tạo landing riêng."
/tag/mua-ve-may-bay-di-seattle-o-dau,retire_low_value,/tag/mua-ve-may-bay-di-seattle-o-dau,"Tag không click, chỉ 3 impression và không có top query; không nên chuyển sang hub vé máy bay."
/tag/ve-may-bay-di-phu-quoc-gia-re,retire_low_value,/tag/ve-may-bay-di-phu-quoc-gia-re,"Tag mỏng không click, 3 impression và thiếu truy vấn; không có căn cứ cho redirect sang hub chung."
/gia-khu-hoi-tu-564-usd-bay-au-my-trung-dong-cung-etihad-khong-ban-khoan,create_specific_landing,/gia-khu-hoi-tu-564-usd-bay-au-my-trung-dong-cung-etihad-khong-ban-khoan,"Intent là giá vé khứ hồi Etihad theo khu vực; cam-nang-bay không tương đương, nên giữ URL để tạo nội dung cụ thể."
/tag/korean-air-km-ve-khu-hoi-di-nhat-ban-chi-tu-505-usd,retire_low_value,/tag/korean-air-km-ve-khu-hoi-di-nhat-ban-chi-tu-505-usd,"Tag không click, 3 impression và không có truy vấn; giữ asset tag không mang giá trị bằng redirect hub." 
