source_url,top_queries,clicks,impressions,current_target,recommendation_type,recommended_target_or_slug,rationale
https://khangvuongbooking.com/dat-mua-ve-may-bay-ha-noi-di-my-thang-12/,vé máy bay đi mỹ tháng 12 | ve may bay di mỹ thang 12 | vé máy bay hà nội đi mỹ | vé máy bay từ hà nội đi mỹ,1,198,,keep_existing,/dat-mua-ve-may-bay-ha-noi-di-my-thang-12,Giữ intent dịch vụ/điểm đến thể hiện rõ trong URL và top_queries; ưu tiên landing cụ thể thay vì landing chung.
https://khangvuongbooking.com/gia-ve-ha-noi-di-my-thang-1-2-3/,khang vuong booking | giá vé đi mỹ bao nhiêu tiền | eva airline vé máy bay đi mỹ california rẻ | giá vé hạng thương gia đi mỹ | giá vé máy bay đi mỹ khứ hồi 2024,1,101,,keep_existing,/gia-ve-ha-noi-di-my-thang-1-2-3,Giữ intent dịch vụ/điểm đến thể hiện rõ trong URL và top_queries; ưu tiên landing cụ thể thay vì landing chung.
https://khangvuongbooking.com/tag/ve-may-bay-88-000-d-cua-jetstar/,maybay88 | site:khangvuongbooking.com,1,84,/ve-may-bay,remap_existing,/ve-may-bay,Intent dạng tag còn tín hiệu tìm kiếm; gom về landing cùng chủ đề để tránh giữ trang tag mỏng.
https://khangvuongbooking.com/dat-ve-may-bay-ha-noi-di-seattle-my-thang-8/,vé máy bay đi seattle | ve may bay di my thang 8 | ve may bay di seattle,1,166,,keep_existing,/dat-ve-may-bay-ha-noi-di-seattle-my-thang-8,Giữ intent dịch vụ/điểm đến thể hiện rõ trong URL và top_queries; ưu tiên landing cụ thể thay vì landing chung.
https://khangvuongbooking.com/dam-chim-trong-thien-duong-banh-ngot-cua-nuoc-phap/,thiên đường bánh ngọt,1,78,/cam-nang-bay,remap_existing,/cam-nang-bay,"Intent chủ yếu là thông tin/cẩm nang hoặc khuyến mãi; giữ đích cùng nhóm chủ đề, không chuyển sang landing điểm đến."
https://khangvuongbooking.com/chuyen-bay-ha-noi-di-seattle-my-thang-9/,ve may bay di seattle | site:khangvuongbooking.com | ve may bay di seattle my | vé máy bay đi seattle,1,107,,keep_existing,/chuyen-bay-ha-noi-di-seattle-my-thang-9,Giữ intent dịch vụ/điểm đến thể hiện rõ trong URL và top_queries; ưu tiên landing cụ thể thay vì landing chung.
https://khangvuongbooking.com/tag/vietjet-air-km-ve-tu-880-000d/,,1,1,/cam-nang-bay,remap_existing,/cam-nang-bay,Intent dạng tag còn tín hiệu tìm kiếm; gom về landing cùng chủ đề để tránh giữ trang tag mỏng.
https://khangvuongbooking.com/ve-may-bay-da-nang-di-dai-loan-gia-re/,vé máy bay đà nẵng đi đài loan | vé máy bay đà nẵng đài loan | vé máy bay từ đà nẵng đi đài bắc | vé máy bay đài loan đà nẵng | vé máy bay đà nẵng đi đài trung,1,287,,keep_existing,/ve-may-bay-da-nang-di-dai-loan-gia-re,Giữ intent dịch vụ/điểm đến thể hiện rõ trong URL và top_queries; ưu tiên landing cụ thể thay vì landing chung.
https://khangvuongbooking.com/vna-uu-dai-7000-ve-noi-dia-giam-20-ky-niem-ngay-thuong-binh-liet-sy/,,1,46,/khuyen-mai,remap_existing,/khuyen-mai,"Intent chủ yếu là thông tin/cẩm nang hoặc khuyến mãi; giữ đích cùng nhóm chủ đề, không chuyển sang landing điểm đến."
https://khangvuongbooking.com/ve-may-bay-ho-chi-minh-di-gwangju-han-quoc-gia-re/,vé máy bay đi kwangju | sân bay gwangju,1,98,,keep_existing,/ve-may-bay-ho-chi-minh-di-gwangju-han-quoc-gia-re,Giữ intent dịch vụ/điểm đến thể hiện rõ trong URL và top_queries; ưu tiên landing cụ thể thay vì landing chung.
https://khangvuongbooking.com/chang-bay-tp-hcm-di-my-thang-1-2-3/,,1,62,,keep_existing,/chang-bay-tp-hcm-di-my-thang-1-2-3,Giữ intent dịch vụ/điểm đến thể hiện rõ trong URL và top_queries; ưu tiên landing cụ thể thay vì landing chung.
