source_path,recommendation_type,recommended_target_or_slug,rationale
/tag/bay-dai-loan-chi-tu-0-dong,retire_low_value,/tag/bay-dai-loan-chi-tu-0-dong,"Tag mỏng, 0 click và chỉ 2 impression; không có truy vấn hay intent đủ rõ để giữ hoặc chuyển hướng."
/tag/bung-no-23-000-ve-may-bay-co-vu-u23-viet-nam-gia-chi-tu-23-000d-cung-vietjet-air,retire_low_value,/tag/bung-no-23-000-ve-may-bay-co-vu-u23-viet-nam-gia-chi-tu-23-000d-cung-vietjet-air,"Tag chiến dịch mỏng, 0 click và 2 impression; không có top query, không nên dồn vào hub chung."
/tag/dai-ly-scoot,retire_low_value,/tag/dai-ly-scoot,Tag đại lý không có dữ liệu click/query và chỉ 2 impression; chưa chứng minh giá trị SEO độc lập.
/khuyen-mai-45-trieu-ve-may-bay-mua-le-hoi-tu-vietjet-air,create_specific_landing,/khuyen-mai-45-trieu-ve-may-bay-mua-le-hoi-tu-vietjet-air,"URL có intent khuyến mãi cụ thể của Vietjet; chưa có route tương đương, nên giữ URL để xây landing chuyên biệt."
/tag/qatar-airways-km-ve-khu-hoi-chi-tu-16-100-000-vnd,retire_low_value,/tag/qatar-airways-km-ve-khu-hoi-chi-tu-16-100-000-vnd,"Tag khuyến mãi mỏng, 0 click và 2 impression; không có top query, không đủ cơ sở redirect."
/tag/ve-may-bay-di-dong-hoi-gia-re,retire_low_value,/tag/ve-may-bay-di-dong-hoi-gia-re,"Tag tuyến bay mỏng, 0 click và 2 impression; không có truy vấn hỗ trợ, không nên redirect sang trang vé chung."
/tu-39-usd-cung-vietnam-airlines-du-ngoan-dong-nam-a-khong-ton-kem,create_specific_landing,/tu-39-usd-cung-vietnam-airlines-du-ngoan-dong-nam-a-khong-ton-kem,"URL có intent ưu đãi cụ thể của Vietnam Airlines và Đông Nam Á; chưa có route tương đương, nên tạo landing tại URL gốc."
/vietjet-air-khai-thac-tro-lai-chang-bay-di-cao-hung-tu-ha-noi-tphcm,create_specific_landing,/vietjet-air-khai-thac-tro-lai-chang-bay-di-cao-hung-tu-ha-noi-tphcm,URL có nhu cầu cụ thể về hãng và tuyến Hà Nội–TPHCM–Cao Hùng; chưa có route tương đương để remap.
/bay-khap-viet-nam-cung-km-vang-cua-vietnam-airlines-ve-chi-tu-399kchieu,create_specific_landing,/bay-khap-viet-nam-cung-km-vang-cua-vietnam-airlines-ve-chi-tu-399kchieu,"URL có intent khuyến mãi cụ thể của Vietnam Airlines; route hãng chung không tương đương, nên giữ URL để xây nội dung."
/tag/gia-ve-may-bay-di-trung-quoc-bao-nhieu-tien,retire_low_value,/tag/gia-ve-may-bay-di-trung-quoc-bao-nhieu-tien,"Tag hỏi giá mỏng, 0 click và 2 impression; không có top query, chưa đủ tín hiệu để chuyển hướng."
/tag/jetstar-km-ve-chi-tu-48-000-vnd,retire_low_value,/tag/jetstar-km-ve-chi-tu-48-000-vnd,"Tag khuyến mãi mỏng, 0 click và 2 impression; không có truy vấn, không nên redirect sang cẩm nang chung."
/tag/ve-may-bay-air-asia-khuyen-mai,retire_low_value,/tag/ve-may-bay-air-asia-khuyen-mai,"Tag hãng/khuyến mãi mỏng, 0 click và 2 impression; không có top query chứng minh giá trị độc lập."
